x,y
-0.3768,0.8712
-0.3762,0.8744
-0.3766,0.8748
-0.3802,0.892
-0.3678,0.8608
-0.3696,0.8552
-0.366,0.8416
-0.3932,0.9724
-0.3984,0.9868
-0.3964,0.9944
-0.3938,0.9936
-0.373,0.8516
0.3266,-0.7868
-0.4396,-0.9812
-0.4056,-0.9744
-0.4304,-0.8784
-0.4292,-0.8872
-0.4114,-0.908
-0.4156,-0.8868
-0.419,-0.8692
-0.4076,-0.874
-0.404,-0.8996
-0.4158,-0.8232
-0.4088,-0.8332
-0.4022,-0.8288
-0.429,-0.6172
-0.4302,-0.5456
-0.4012,-0.5948
-0.4378,-0.4504
-0.4372,0.5164
-0.4274,0.512
-0.4228,0.5048
-0.4296,0.4852
-0.4294,0.4976
-0.4236,0.49
-0.4248,0.4552
-0.4234,0.4544
-0.421,0.4584
-0.4268,0.444
-0.4122,0.4676
-0.409,0.4704
-0.4338,0.5236
-0.4294,0.5956
-0.4284,0.5672
-0.4298,0.5496
-0.4208,0.5484
-0.4218,0.5436
-0.4254,0.5504
-0.4142,0.5704
-0.4142,0.5872
-0.4092,0.5748
-0.4042,0.5608
-0.4098,0.5372
-0.4392,0.6612
-0.4386,0.6616
-0.4382,0.6648
-0.4302,0.6732
-0.432,0.6696
-0.4228,0.6444
-0.4256,0.6376
-0.4364,0.7116
-0.4218,0.7112
-0.4162,0.7424
-0.4084,0.7096
-0.4082,0.7104
-0.4324,0.8144
-0.435,0.84
-0.4302,0.8364
-0.428,0.8208
-0.4296,0.8264
-0.4282,0.8292
-0.4278,0.832
-0.4296,0.8376
-0.4278,0.8392
-0.4256,0.8384
-0.4246,0.828
-0.4238,0.8252
-0.4216,0.8224
-0.4244,0.8208
-0.4244,0.8228
-0.4256,0.8228
-0.4272,0.822
-0.4284,0.802
-0.4284,0.8172
-0.4136,0.7716
-0.417,0.798
-0.4116,0.838
-0.4078,0.83
-0.431,0.8472
-0.4306,0.8468
-0.4338,0.8404
-0.4212,0.8736
-0.42,0.8708
-0.4294,0.8596
-0.4204,0.8444
-0.4204,0.8412
-0.4218,0.842
-0.4248,0.8408
-0.4198,0.8448
-0.4192,0.8536
-0.4174,0.8536
-0.4148,0.8572
-0.4136,0.852
-0.4122,0.8524
-0.4102,0.8524
-0.4102,0.8504
-0.4122,0.8488
-0.4114,0.8428
-0.4124,0.842
-0.4196,0.8636
-0.4174,0.8652
-0.4172,0.8724
-0.4144,0.8776
-0.419,0.8828
-0.4126,0.8848
-0.4144,0.9032
-0.405,0.9144
-0.4098,0.8688
-0.4022,0.866
-0.405,0.8624
-0.4056,0.8512
-0.4084,0.8576
-0.4304,0.9296
-0.4294,0.93
-0.4152,0.9988
-0.4088,0.9428
-0.4086,0.928
-0.4134,0.6792
-0.4712,0.7496
-0.4708,0.7472
-0.4712,0.7444
-0.4686,0.7532
-0.4664,0.7512
-0.4652,0.7444
-0.4626,0.7216
-0.451,0.8192
-0.4564,0.8376
-0.451,0.8352
-0.4514,0.8316
-0.4508,0.8208
-0.456,0.8256
-0.4544,0.828
-0.4492,0.8208
-0.4418,0.8392
-0.4412,0.8308
-0.447,0.8204
-0.4482,0.8156
-0.447,0.8164
-0.446,0.8148
-0.4432,0.8176
-0.4414,0.808
-0.4406,0.7984
-0.4706,0.8636
-0.4608,0.9188
-0.4682,0.8636
-0.4526,0.8408
-0.4534,0.8732
-0.4524,0.8652
-0.4566,0.8988
-0.4534,0.8948
-0.4596,0.9072
-0.4598,0.9128
-0.4504,0.9104
-0.45,0.8836
-0.45,0.8672
-0.4412,0.8784
-0.446,0.8624
-0.4476,0.8616
-0.4456,0.8656
-0.4448,0.874
-0.4446,0.8636
-0.447,0.8584
-0.443,0.8528
-0.447,0.8444
-0.4462,0.8544
-0.4616,0.9792
-0.457,0.9872
-0.4592,0.6412
-0.442,0.6668
-0.4444,0.6596
-0.4664,0.7224
-0.478,-0.9808
-0.4678,-0.9208
-0.4636,-0.864
-0.441,-0.8304
-0.4554,-0.5444
-0.462,-0.4152
-0.4436,-0.32
-0.4524,0.4688
-0.4582,0.5044
-0.4426,0.5044
-0.4726,0.5516
-0.4704,0.5444
-0.4726,0.5416
-0.4732,0.5992
-0.4682,0.5348
-0.4588,0.5232
-0.4536,0.536
-0.4534,0.546
-0.4432,0.5728
-0.4436,0.5252
-0.478,0.6596
-0.4518,0.6792
-0.4508,0.6788
-0.4462,0.6796
-0.4424,0.6568
-0.45,0.6316
-0.5108,-0.9224
-0.4952,-0.9372
-0.5004,-0.5788
-0.5024,-0.4184
-0.5036,-0.3192
-0.4964,-0.262
-0.4988,-0.2168
-0.486,-0.2252
-0.5148,0.5692
-0.496,0.5748
-0.4818,0.566
-0.5092,0.6652
-0.5024,0.6704
-0.4988,0.6792
-0.4808,0.6232
-0.5068,0.7076
-0.4938,0.7168
-0.5032,0.8236
-0.5078,0.8336
-0.5016,0.7968
-0.4992,0.8036
-0.4962,0.8372
-0.5092,0.844
-0.489,0.8912
-0.5158,0.9396
-0.5128,0.9392
-0.5036,0.9228
-0.5318,-0.9424
-0.5598,-0.8996
-0.5216,-0.8796
-0.56,-0.7724
-0.547,-0.718
-0.5458,-0.6564
-0.5254,-0.5512
-0.5344,-0.3356
-0.5504,0.35
-0.5314,0.2824
-0.5296,0.2808
-0.5464,0.4584
-0.5374,0.4584
-0.5324,0.5148
-0.5204,0.4992
-0.5294,0.4916
-0.5234,0.4564
-0.554,0.5556
-0.521,0.52
-0.5228,0.5236
-0.5538,0.6176
-0.5598,0.7276
-0.5556,0.7236
-0.5504,0.7496
-0.5484,0.7188
-0.5322,0.7436
-0.5416,0.7756
-0.5296,0.8404
-0.5382,0.9976
-0.537,0.9964
-0.5342,0.9948
-0.5238,0.9912
-0.5654,-0.9592
-0.5606,-0.8892
-0.565,-0.7804
-0.596,-0.5608
-0.5936,-0.2696
-0.5918,0.1124
-0.596,0.108
-0.5726,0.1976
-0.5676,0.1604
-0.5684,0.2512
-0.5902,0.3192
-0.5834,0.3328
-0.5892,0.3024
-0.5646,0.4016
-0.5914,0.4444
-0.5904,0.4964
-0.5958,0.492
-0.5886,0.5172
-0.5852,0.5892
-0.5806,0.578
-0.5688,0.556
-0.584,0.6268
-0.5838,0.7532
-0.5674,0.9184
-0.5646,0.9036
-0.5672,0.9116
-0.5976,0.9748
-0.582,0.9884
-0.6396,-0.9216
-0.6206,-0.9796
-0.6222,-0.9664
-0.628,-0.9864
-0.632,-0.7636
-0.6232,-0.7716
-0.6352,-0.5724
-0.6308,-0.5384
-0.6222,-0.5208
-0.6008,-0.5828
-0.6244,-0.51
-0.611,-0.4596
-0.6032,-0.4696
-0.603,-0.52
-0.6074,-0.3608
-0.6086,-0.3928
-0.6392,-0.3564
-0.6322,-0.3036
-0.6288,-0.3588
-0.6064,-0.3576
-0.6278,-0.0508
-0.6356,-0.0324
-0.6308,-0.0192
-0.618,-0.016
-0.6012,0.0456
-0.6158,0.196
-0.6176,0.1872
-0.608,0.1512
-0.6004,0.2884
-0.6156,0.4356
-0.6218,0.588
-0.617,0.5372
-0.6154,0.5316
-0.633,0.678
-0.6214,0.6344
-0.6008,0.678
-0.6278,0.6896
-0.6244,0.8052
-0.6088,0.8416
-0.627,0.952
-0.6102,0.956
-0.6436,-0.9372
-0.6554,-0.768
-0.6474,-0.7788
-0.668,-0.602
-0.662,-0.6136
-0.6698,-0.6264
-0.657,-0.6504
-0.6562,-0.6264
-0.648,-0.6316
-0.6658,-0.5932
-0.6548,-0.57
-0.6544,-0.5596
-0.656,-0.5284
-0.6524,-0.5212
-0.6474,-0.4592
-0.642,-0.4388
-0.6724,-0.134
-0.6736,-0.0444
-0.6602,-0.0512
-0.6652,-0.0644
-0.6786,-0.022
-0.672,-0.0388
-0.6702,-0.0108
-0.6522,-0.0396
-0.6516,-0.0172
-0.6496,-0.0348
-0.6638,0.1068
-0.6484,0.0884
-0.6466,0.0896
-0.6792,0.1668
-0.6772,0.1924
-0.6572,0.1764
-0.6416,0.128
-0.6732,0.2776
-0.6496,0.228
-0.676,0.336
-0.6666,0.3244
-0.6678,0.2984
-0.6428,0.3348
-0.6494,0.382
-0.6682,0.5176
-0.661,0.4952
-0.6756,0.524
-0.662,0.5564
-0.6784,0.644
-0.6744,0.6432
-0.6728,0.722
-0.6462,0.6804
-0.6698,0.8112
-0.6532,0.7856
-0.6562,0.7848
-0.6742,0.916
-0.6624,0.8408
-0.6788,0.926
-0.678,0.9596
-0.6952,-0.952
-0.691,-0.9312
-0.6928,-0.8104
-0.7188,-0.6436
-0.6976,-0.6028
-0.6932,-0.6148
-0.6896,-0.618
-0.7054,-0.5612
-0.7078,-0.4948
-0.7084,-0.5152
-0.7002,-0.5032
-0.6876,-0.4564
-0.717,-0.1256
-0.6816,-0.1684
-0.7188,-0.07
-0.7032,-0.0588
-0.6838,-0.0552
-0.6838,-0.0628
-0.6874,-0.0848
-0.6884,-0.104
-0.7132,0.1924
-0.7056,0.1676
-0.6902,0.1752
-0.6912,0.184
-0.689,0.17
-0.69,0.1724
-0.6852,0.1764
-0.6894,0.1268
-0.7164,0.2596
-0.7092,0.2428
-0.7078,0.232
-0.6962,0.2348
-0.6982,0.2688
-0.6856,0.264
-0.684,0.2592
-0.7182,0.2848
-0.7118,0.2816
-0.7144,0.3432
-0.718,0.3632
-0.7192,0.3756
-0.7018,0.4284
-0.7074,0.4604
-0.6862,0.4872
-0.7026,0.5848
-0.7082,0.5692
-0.6964,0.5624
-0.7102,0.6592
-0.702,0.626
-0.6928,0.6552
-0.6808,0.652
-0.6948,0.7256
-0.6934,0.7324
-0.6888,0.7508
-0.688,0.7528
-0.7098,0.894
-0.7008,0.8424
-0.692,0.976
-0.7498,-0.9808
-0.742,-0.9956
-0.7458,-0.9916
-0.7276,-0.938
-0.729,-0.9204
-0.7484,-0.904
-0.7444,-0.7608
-0.7504,-0.746
-0.7538,-0.6904
-0.7302,-0.6792
-0.7486,-0.6636
-0.7366,-0.6588
-0.7598,-0.5768
-0.755,-0.5584
-0.7306,-0.4744
-0.735,-0.446
-0.721,-0.4464
-0.726,-0.4872
-0.7516,-0.418
-0.7202,-0.4304
-0.7552,-0.1796
-0.7548,-0.1404
-0.7392,-0.1992
-0.7374,-0.1948
-0.7378,-0.192
-0.739,-0.1828
-0.7226,-0.1232
-0.7284,-0.1472
-0.7564,-0.118
-0.752,-0.1144
-0.757,-0.0764
-0.7584,-0.0592
-0.7518,-0.0512
-0.7518,0.0272
-0.7422,0.0288
-0.7452,0.0156
-0.7364,-0.016
-0.7556,0.0496
-0.7598,0.0676
-0.7572,0.0924
-0.7578,0.1416
-0.7502,0.15
-0.7508,0.1732
-0.7442,0.1808
-0.7424,0.1648
-0.7324,0.1364
-0.7326,0.1608
-0.7206,0.1856
-0.749,0.2768
-0.7564,0.2968
-0.7532,0.2804
-0.7212,0.356
-0.7212,0.3544
-0.7272,0.2856
-0.7236,0.3928
-0.742,0.5356
-0.7224,0.5588
-0.7556,0.6792
-0.7314,0.67
-0.7288,0.7052
-0.7556,0.7952
-0.756,0.8036
-0.7598,0.8392
-0.7514,0.8208
-0.736,0.7704
-0.724,0.858
-0.742,0.9676
-0.7442,0.9644
-0.7314,0.9776
-0.7318,0.9964
-0.7354,0.9872
-0.7336,0.9896
-0.7754,-0.9576
-0.7882,-0.8916
-0.788,-0.8904
-0.792,-0.766
-0.7718,-0.5736
-0.7628,-0.5584
-0.767,-0.4956
-0.7842,-0.2888
-0.7972,-0.2468
-0.7812,-0.2084
-0.7718,-0.2076
-0.7936,-0.1436
-0.7998,-0.1252
-0.795,-0.1284
-0.7722,-0.1876
-0.7868,-0.0452
-0.7638,-0.1136
-0.763,-0.108
-0.7954,0.0012
-0.7726,-0.0196
-0.7616,0.0384
-0.7988,0.0612
-0.7766,0.0416
-0.7608,0.1116
-0.7608,0.1052
-0.7628,0.096
-0.7728,0.1956
-0.7624,0.124
-0.7976,0.2216
-0.7904,0.2392
-0.7946,0.2672
-0.7804,0.2192
-0.7996,0.2948
-0.7964,0.2968
-0.792,0.284
-0.7976,0.3336
-0.7806,0.3112
-0.7704,0.3348
-0.7998,0.4032
-0.7828,0.3688
-0.7986,0.4784
-0.7964,0.4944
-0.7694,0.5112
-0.7918,0.5692
-0.7852,0.5356
-0.7876,0.6204
-0.7976,0.7128
-0.7786,0.7164
-0.7914,0.8184
-0.7988,0.8316
-0.7918,0.8244
-0.7836,0.812
-0.7764,0.8028
-0.7728,0.8036
-0.7632,0.7964
-0.78,0.794
-0.7934,0.848
-0.7952,0.958
-0.7876,0.9548
-0.775,0.95
-0.7624,0.9924
-0.8068,0.9424
-0.8036,0.9572
-0.8096,0.9208
-0.8066,0.9388
-0.8054,0.9368
-0.778,-0.2644
-0.7602,0.5688
-0.8256,-0.8416
-0.8294,-0.916
-0.8312,-0.776
-0.8264,-0.7876
-0.8168,-0.794
-0.8194,-0.776
-0.8246,-0.7396
-0.8124,-0.7184
-0.8024,-0.684
-0.8062,-0.6968
-0.813,-0.5276
-0.8378,-0.3988
-0.8264,-0.4044
-0.8234,-0.4176
-0.8208,-0.4248
-0.823,-0.4284
-0.8338,-0.298
-0.8246,-0.2824
-0.8026,-0.2964
-0.8358,-0.2764
-0.829,-0.272
-0.8134,-0.2612
-0.8076,-0.268
-0.8264,-0.1396
-0.8282,-0.1384
-0.8102,-0.1588
-0.8096,-0.1596
-0.836,-0.0924
-0.8368,-0.086
-0.8354,-0.0584
-0.8224,-0.0752
-0.8204,-0.0812
-0.826,-0.1116
-0.8072,-0.1156
-0.8304,-0.03
-0.8182,-0.022
-0.8182,-0.0156
-0.8026,-0.0224
-0.8226,0.0812
-0.8164,0.054
-0.8146,0.0976
-0.8032,0.0664
-0.8028,0.0588
-0.8368,0.1304
-0.8262,0.1928
-0.8298,0.1672
-0.8124,0.1808
-0.8144,0.1944
-0.8066,0.1876
-0.8346,0.232
-0.8344,0.2468
-0.8206,0.2112
-0.832,0.3332
-0.8312,0.372
-0.8366,0.3656
-0.8378,0.384
-0.8346,0.3928
-0.8276,0.3856
-0.8174,0.3988
-0.836,0.4972
-0.8368,0.5184
-0.831,0.55
-0.825,0.5888
-0.8238,0.5552
-0.8216,0.6376
-0.8186,0.7096
-0.8024,0.714
-0.831,0.818
-0.829,0.816
-0.828,0.7952
-0.8308,0.9144
-0.8312,0.9056
-0.8128,0.8816
-0.8358,0.9508
-0.8332,0.9752
-0.8318,0.9876
-0.8198,0.9724
-0.8196,0.9712
-0.819,0.9876
-0.8614,-0.988
-0.865,-0.8448
-0.8618,-0.874
-0.8674,-0.896
-0.8698,-0.8192
-0.869,-0.8112
-0.8658,-0.8212
-0.8506,-0.79
-0.8496,-0.7812
-0.8552,-0.7568
-0.8554,-0.7172
-0.8572,-0.3972
-0.8436,-0.4296
-0.8738,-0.3416
-0.8738,-0.206
-0.8714,-0.1236
-0.8684,-0.138
-0.8606,-0.1768
-0.8622,-0.1644
-0.8582,-0.1716
-0.8546,-0.1496
-0.8414,-0.1676
-0.8728,-0.1108
-0.8786,-0.0944
-0.8756,-0.0936
-0.8426,-0.042
-0.8476,-0.0716
-0.8424,-0.108
-0.8714,-0.0016
-0.8742,0.0376
-0.8628,0.0048
-0.8528,-0.0208
-0.8508,-0.0356
-0.8796,0.108
-0.8602,0.0564
-0.8512,0.1156
-0.8456,0.0496
-0.878,0.1312
-0.875,0.1388
-0.8708,0.1704
-0.8682,0.1312
-0.8536,0.1224
-0.8746,0.2472
-0.863,0.2312
-0.842,0.272
-0.8446,0.262
-0.8598,0.3104
-0.8554,0.3152
-0.8662,0.39
-0.8456,0.4392
-0.8776,0.4564
-0.8772,0.464
-0.8558,0.4532
-0.8584,0.4632
-0.8566,0.4976
-0.8758,0.5968
-0.845,0.5588
-0.8504,0.6984
-0.8538,0.7116
-0.8496,0.7388
-0.8462,0.72
-0.8472,0.734
-0.8436,0.7004
-0.8682,0.8364
-0.8562,0.7632
-0.8484,0.832
-0.842,0.8048
-0.8416,0.7824
-0.8806,-0.9948
-0.918,-0.8248
-0.9144,-0.8108
-0.9154,-0.7812
-0.9196,-0.7544
-0.9186,-0.7328
-0.8988,-0.7044
-0.8962,-0.7012
-0.904,-0.6416
-0.8996,-0.6528
-0.894,-0.594
-0.8828,-0.5668
-0.9096,-0.4508
-0.8866,-0.4736
-0.9138,-0.4068
-0.8896,-0.3728
-0.9138,-0.2752
-0.9124,-0.2248
-0.9172,-0.2148
-0.8856,-0.2184
-0.8812,-0.2708
-0.9132,-0.1716
-0.9166,-0.1592
-0.8858,-0.1232
-0.8862,-0.144
-0.8876,-0.1856
-0.9142,-0.1116
-0.8876,-0.066
-0.9004,-0.0064
-0.895,-0.0164
-0.886,0.0212
-0.8816,0.0128
-0.9198,0.104
-0.8946,0.1132
-0.8946,0.1084
-0.8878,0.1132
-0.8836,0.1108
-0.8894,0.084
-0.8894,0.076
-0.9114,0.1588
-0.9108,0.1736
-0.9104,0.1848
-0.9044,0.1288
-0.9012,0.1208
-0.895,0.1384
-0.888,0.19
-0.9036,0.256
-0.9158,0.3032
-0.897,0.31
-0.8828,0.3072
-0.9166,0.3644
-0.9028,0.3944
-0.8878,0.3824
-0.8882,0.3808
-0.9128,0.4516
-0.9114,0.4916
-0.9052,0.5184
-0.8968,0.5192
-0.8828,0.4576
-0.9014,0.5632
-0.895,0.5224
-0.8922,0.5488
-0.895,0.5484
-0.8994,0.5668
-0.915,0.6296
-0.9152,0.6552
-0.9074,0.7208
-0.9086,0.7096
-0.9052,0.692
-0.8944,0.6876
-0.892,0.6888
-0.896,0.7588
-0.8894,0.7448
-0.8874,0.752
-0.886,0.7524
-0.8852,0.7508
-0.886,0.7468
-0.8874,0.7324
-0.9126,0.7812
-0.9008,0.768
-0.8972,0.774
-0.8842,0.786
-0.9036,0.9156
-0.9012,0.8628
-0.8812,0.9116
-0.903,0.9704
-0.8896,0.9808
-0.882,0.9636
-0.8712,0.968
-0.8616,0.9924
-0.8668,0.9496
-0.8638,0.9344
-0.9478,-0.9852
-0.9346,-0.9756
-0.9402,-0.876
-0.9506,-0.8176
-0.9524,-0.7956
-0.9474,-0.8388
-0.9308,-0.8012
-0.9236,-0.764
-0.926,-0.7812
-0.9216,-0.7828
-0.9504,-0.6812
-0.9506,-0.642
-0.9584,-0.6028
-0.9514,-0.6072
-0.9446,-0.5536
-0.935,-0.5928
-0.9402,-0.4416
-0.9588,-0.4296
-0.9508,-0.422
-0.9234,-0.4068
-0.9516,-0.3412
-0.9404,-0.3392
-0.9506,-0.2088
-0.922,-0.2556
-0.941,-0.136
-0.9404,-0.1484
-0.9442,-0.1656
-0.9378,-0.1616
-0.931,-0.1624
-0.9376,-0.1568
-0.9364,-0.1528
-0.9332,-0.1432
-0.933,-0.1416
-0.9362,-0.1484
-0.9364,-0.1216
-0.932,-0.1212
-0.9328,-0.1284
-0.9212,-0.15
-0.9596,-0.1188
-0.9548,-0.1112
-0.9548,-0.0936
-0.9586,-0.0564
-0.9494,-0.1156
-0.9492,-0.1032
-0.9382,-0.1156
-0.9316,-0.1132
-0.9314,-0.1176
-0.9388,-0.0964
-0.9296,-0.1156
-0.9598,-0.0368
-0.9598,-0.0356
-0.9518,-0.0288
-0.9518,0.0248
-0.9386,-0.0384
-0.9216,0.034
-0.9254,0.0084
-0.9222,-0.0232
-0.9428,0.1156
-0.9436,0.1036
-0.9454,0.1812
-0.9428,0.1768
-0.9332,0.1292
-0.9382,0.158
-0.937,0.1948
-0.932,0.1956
-0.9294,0.164
-0.9208,0.1564
-0.952,0.3048
-0.9526,0.3412
-0.9416,0.3184
-0.9274,0.3492
-0.9536,0.3952
-0.9426,0.424
-0.9502,0.378
-0.945,0.4852
-0.9458,0.4504
-0.936,0.4616
-0.9216,0.4448
-0.9408,0.5888
-0.9386,0.5924
-0.9416,0.6084
-0.9268,0.6176
-0.9584,0.7424
-0.9494,0.7364
-0.9322,0.756
-0.9516,0.8236
-0.9224,0.772
-0.9452,0.8676
-0.941,0.854
-0.9306,0.8416
-0.931,0.8948
-0.9064,0.702
-0.995,-0.9692
-0.9944,-0.9184
-0.985,-0.9796
-0.9842,-0.962
-0.9628,-0.9456
-0.9616,-0.988
-0.962,-0.9952
-0.9964,-0.9016
-0.9964,-0.9024
-0.981,-0.908
-0.9766,-0.844
-0.9602,-0.8772
-0.998,-0.808
-0.9826,-0.7892
-0.9656,-0.7872
-0.9916,-0.7568
-0.991,-0.732
-0.9722,-0.7368
-0.9796,-0.7012
-0.9912,-0.6028
-0.9702,-0.616
-0.9986,-0.5448
-0.9704,-0.598
-0.9898,-0.4644
-0.9752,-0.4904
-0.9696,-0.4496
-0.9614,-0.4724
-0.9658,-0.486
-0.9966,-0.4232
-0.9928,-0.3884
-0.9896,-0.396
-0.9822,-0.4276
-0.9742,-0.4352
-0.9772,-0.3816
-0.9736,-0.388
-0.9698,-0.3612
-0.9918,-0.3376
-0.9914,-0.3072
-0.983,-0.3388
-0.9742,-0.3292
-0.9774,-0.3104
-0.975,-0.2984
-0.9676,-0.318
-0.9946,-0.2696
-0.9996,-0.2284
-0.992,-0.208
-0.9884,-0.2444
-0.9738,-0.2704
-0.9696,-0.2192
-0.9998,-0.194
-0.9908,-0.1644
-0.9896,-0.156
-0.9886,-0.1612
-0.9808,-0.1704
-0.9792,-0.1848
-0.9758,-0.1944
-0.9732,-0.1552
-0.969,-0.1232
-0.9614,-0.1468
-0.961,-0.1416
-0.9976,-0.092
-0.9992,-0.09
-0.9982,-0.0876
-0.9896,-0.076
-0.9862,-0.0864
-0.9818,-0.0992
-0.9754,-0.0528
-0.9696,-0.0432
-0.9618,-0.0928
-0.9664,-0.1032
-0.9624,-0.1232
-0.9654,-0.0016
-0.9646,-0.0328
-0.963,-0.032
-0.9924,0.0596
-0.9984,0.0656
-0.9876,0.1048
-0.9814,0.0688
-0.9784,0.0888
-0.976,0.0804
-0.968,0.0724
-0.9808,0.1324
-0.984,0.2276
-0.9882,0.212
-0.9824,0.2052
-0.9734,0.5928
-0.9614,0.5864
-0.9728,0.6444
-0.9724,0.7472
-0.9852,0.8312
-0.9774,0.8056
-0.9708,0.8184
-0.9742,0.808
-0.9718,0.832
-0.9742,0.8256
-0.9668,0.8352
-0.9842,0.8484
-0.9646,0.8856
-0.9626,0.8856
-0.9896,0.9716
-0.976,0.9344
-0.9602,0.9804
-0.8558,-0.7636
-0.8426,-0.598
-0.8124,0.7296
-0.846,0.9732
-0.8458,0.978
-0.8406,0.978
-0.9996,-0.8508
-0.9816,-0.9004
-0.9618,-0.826
-0.9682,-0.5912
-0.9758,-0.1428
-0.9762,-0.1444
-0.9898,-0.1088
-0.9748,-0.1044
-0.9758,-0.0936
-0.9788,-0.0456
-0.9696,-0.0128
-0.9856,-0.0792
-0.987,-0.09
-0.9866,0.7176
-0.9772,0.844
-0.9784,0.9336
-0.9764,-0.3964
-0.995,0.7816
-0.9754,0.204
-0.9984,-0.6904
-0.9672,0.0608
-0.9746,-0.3388
-0.9514,-0.9816
-0.9284,-0.7676
-0.9514,-0.6184
-0.9336,-0.3644
-0.9406,-0.31
-0.9462,-0.3232
-0.9424,-0.218
-0.9388,-0.1424
-0.9496,-0.1032
-0.9538,-0.036
-0.9554,-0.0348
-0.9576,0.126
-0.9364,0.2004
-0.9414,0.33
-0.9556,0.5684
-0.931,0.69
-0.9448,0.882
-0.9416,0.9264
-0.9596,0.7464
-0.3718,0.3044
-0.3666,0.8688
-0.8966,-0.5584
-0.9046,-0.4156
-0.8966,-0.3052
-0.8964,-0.3272
-0.897,-0.1136
-0.8838,-0.142
-0.8898,-0.1572
-0.9128,-0.0772
-0.9088,0.1092
-0.8892,0.1004
-0.8904,0.466
-0.8904,0.7204
-0.8918,0.7432
-0.901,0.1024
-0.8402,-0.9392
-0.8466,-0.4496
-0.875,-0.422
-0.8524,-0.4088
-0.8756,-0.2648
-0.8784,-0.2396
-0.876,-0.1512
-0.8634,-0.1528
-0.8556,-0.1636
-0.8406,0.7584
-0.8408,0.7884
-0.8374,-0.9568
-0.8334,-0.3872
-0.8158,0.2664
-0.8196,0.2932
-0.8066,0.3124
-0.8384,0.7796
-0.8358,0.7964
-0.8146,0.7872
-0.8022,0.93
-0.8278,0.9352
-0.8196,0.7908
-0.8362,0.7872
-0.8346,0.7808
-0.803,0.0564
-0.7808,-0.5928
-0.7684,-0.4996
-0.7866,-0.2152
-0.7814,-0.1308
-0.7912,-0.0036
-0.7968,0.0528
-0.7816,0.054
-0.7684,0.1192
-0.762,0.1252
-0.7828,0.3204
-0.7966,0.6172
-0.7998,0.8004
-0.7724,0.8016
-0.776,0.908
-0.7956,0.9544
-0.7428,-0.1832
-0.724,-0.0532
-0.756,-0.006
-0.746,0.0276
-0.7222,-0.0332
-0.7304,0.1408
-0.7294,0.1792
-0.729,0.81
-0.6848,-0.6732
-0.682,-0.5568
-0.6998,-0.5184
-0.7096,-0.0392
-0.715,0.2156
-0.6948,0.204
-0.7098,0.2832
-0.7064,0.3836
-0.7042,0.7544
-0.701,0.756
-0.7006,0.7548
-0.6998,0.758
-0.6888,0.7424
-0.681,0.7728
-0.697,0.874
-0.699,0.9004
-0.6822,0.9196
-0.6962,0.9756
-0.6926,0.9768
-0.694,0.968
-0.6888,0.9832
-0.6884,0.9852
-0.685,0.9212
-0.7026,0.9116
-0.694,0.4492
-0.7066,-0.0916
-0.711,-0.4852
-0.6856,-0.5392
-0.6828,-0.5264
-0.6928,-0.5272
-0.6722,-0.5492
-0.6712,-0.5252
-0.6774,-0.5292
-0.68,-0.528
-0.6422,0.0916
-0.6744,0.4172
-0.6586,0.786
-0.6756,0.946
-0.6686,0.9464
-0.6534,0.9464
-0.6728,0.9636
-0.6778,-0.5192
-0.6352,0.5108
-0.632,0.9012
-0.6396,0.2024
-0.5964,-0.9932
-0.561,-0.9408
-0.5686,0.2392
-0.5994,0.3544
-0.5408,-0.9412
-0.552,0.5712
-0.5436,0.604
-0.5082,-0.9316
-0.505,0.6648
-0.4966,0.6052
-0.4962,0.6744
-0.5014,0.7216
-0.4926,0.8364
-0.4794,-0.928
-0.4434,0.4904
-0.4782,0.5964
-0.4798,0.6696
-0.454,0.6608
-0.4544,0.6628
-0.443,0.6788
-0.444,0.678
-0.446,0.6764
-0.4442,0.6712
-0.4422,0.6616
-0.4454,0.6796
-0.4606,0.748
-0.4448,0.6924
-0.4556,0.8284
-0.4698,0.8532
-0.4528,0.8744
-0.443,0.8492
-0.4446,0.8828
-0.4504,0.8772
-0.4538,0.8324
-0.4404,0.6568
-0.442,0.6772
-0.479,0.5808
-0.4404,0.4948
-0.4708,-0.5984
-0.4262,-0.848
-0.408,-0.372
-0.4376,0.4592
-0.433,0.4928
-0.4266,0.4876
-0.4262,0.4876
-0.412,0.4704
-0.4306,0.5344
-0.4384,0.668
-0.4354,0.6668
-0.4392,0.8064
-0.4286,0.8384
-0.4248,0.8388
-0.4274,0.8004
-0.4306,0.8412
-0.4188,0.8448
-0.4178,0.8444
-0.4166,0.8428
-0.4116,0.8568
-0.4184,0.8996
-0.4176,0.9104
-0.4072,0.9028
-0.3958,-0.6152
-0.3614,0.3372
-0.3714,0.3704
-0.3688,0.3664
-0.3702,0.378
-0.3684,0.3768
-0.3666,0.3796
-0.366,0.3784
-0.3626,0.3764
-0.3626,0.3692
-0.3666,0.3732
-0.3678,0.3828
-0.3664,0.3828
-0.3632,0.3832
-0.3634,0.3836
-0.3642,0.3848
-0.3656,0.3896
-0.3676,0.3856
-0.3658,0.3912
-0.3678,0.3888
-0.3692,0.3932
-0.3684,0.3972
-0.3666,0.3936
-0.364,0.3872
-0.3646,0.3804
-0.3728,0.3816
-0.371,0.3916
-0.386,0.4504
-0.398,0.7784
-0.3674,0.8148
-0.3762,0.878
